ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label,lemma,cos_sim
359899,memory lane,None,EN,During the past few years I have been living in the modern and wealthy city of Singapore.,During the memory lane few years I have been living in the modern and wealthy city of Singapore.,1,empty,empty,"For example, my sister Frances and I are both members of the China Inland Mission.","I lived according to an ordinary middle-class standard--which meant running water, electricity, gas, and modern plumbing.",0,"['past', 'year', 'living', 'modern', 'wealthy', 'city', 'singapore']",0.895515895
1038036,baby blues,None,EN,It squinted up at him with milky baby blues that could scarcely make out the outline of his tall figure.,It squinted up at him with milky depression that could scarcely make out the outline of his tall figure.,None,It squinted up at him with milky blue eyes that could scarcely make out the outline of his tall figure.,It squinted up at him with milky depression that could scarcely make out the outline of his tall figure.,"Cantrell, his hand dropping slowly from his gun-butt, walked slowly forward toward the crawling child.","But, at his approach, it cowered back; started to scuttle for cover.",0,"['squinted', 'milky', 'baby', 'blue', 'could', 'scarcely', 'make', 'outline', 'tall', 'figure']",0.736686917
778155,top dog,None,EN,And the brave and noble heart of the Castilian leader bled for the sufferings of those unfortunate people.,And the brave and noble heart of the Castilian top dog bled for the sufferings of those unfortunate people.,1,empty,empty,None,"The Cid crossed the frontier of Estremadura, at the head of his valorous army, filled with joy as if he were entering the Promised Land.",0,"['brave', 'noble', 'heart', 'castilian', 'leader', 'bled', 'suffering', 'unfortunate', 'people']",0.702318428
977226,private eye,None,EN,"""But this is but a small part of what I could say,"" continued the private eye knight-commander, ""for I don't like to trust these ciphers.","""But this is but a small part of what I could say,"" continued the personal eye knight-commander, ""for I don't like to trust these ciphers.",None,"""But this is but a small part of what I could say,"" continued the detective knight-commander, ""for I don't like to trust these ciphers.","""But this is but a small part of what I could say,"" continued the personal eye knight-commander, ""for I don't like to trust these ciphers.",None,None,0,"['small', 'part', 'could', 'say', 'continued', 'private', 'eye', 'knightcommander', 'dont', 'like', 'trust', 'cipher']",0.779239833
88957,closed book,None,EN,What mystery has he not signified his knowledge of?,What closed book has he not signified his knowledge of?,1,empty,empty,"What point of morals, of manners, of economy, of philosophy, of religion, of taste, of the conduct of life, has he not settled?","What office, or function, or district of man's work has he not remembered?",0,"['mystery', 'signified', 'knowledge']",0.765954192
392491,memory lane,None,EN,"Fortunately the anchor found a hold, and the current changing its direction after touching the island, carried the vessel past the rock.","Fortunately the anchor found a hold, and the current changing its direction after touching the island, carried the vessel memory lane the rock.",1,empty,empty,"A cable's length was the distance between the _Endeavour_ and the rock when anchor was cast, in seventy-five fathoms of water.","But she was not yet in safety, for she was still in the midst of rocks, and the current made five miles an hour.",0,"['fortunately', 'anchor', 'found', 'hold', 'current', 'changing', 'direction', 'touching', 'island', 'carried', 'vessel', 'past', 'rock']",0.816007838
966759,closed book,None,EN,There's no mystery about the failures.,There's no closed book about the failures.,1,empty,empty,That's when the boss called me in.,None,0,"['there', 'mystery', 'failure']",0.526136792
501558,elbow room,None,EN,In the elbow room of a few months how many have perished under the stroke of death!,In the joint room of a few months how many have perished under the stroke of death!,None,In the space of a few months how many have perished under the stroke of death!,In the joint room of a few months how many have perished under the stroke of death!,the close of another year has brought you so much nearer the end of your probation on earth.,"Young and old, rich and poor, small and great, have gone down to the grave, where ""they rest together, and the servant is free from his master.""",0,"['elbow', 'room', 'month', 'many', 'perished', 'stroke', 'death']",0.473612362
993480,memory lane,None,EN,"""The memory lane is memory lane, and the dead are dead,"" murmured the poet thoughtfully.","""The retention lane is retention lane, and the dead are dead,"" murmured the poet thoughtfully.",None,"""The past is past, and the dead are dead,"" murmured the poet thoughtfully.","""The retention lane is retention lane, and the dead are dead,"" murmured the poet thoughtfully.",None,"asked Beaumont, struck with the remark.",0,"['memory', 'lane', 'memory', 'lane', 'dead', 'dead', 'murmured', 'poet', 'thoughtfully']",0.639026039
1079179,elbow room,None,EN,[2811] Peter devotes considerable space and pains to the process of generation and the problem of measuring the time of nativity.,[2811] Peter devotes considerable elbow room and pains to the process of generation and the problem of measuring the time of nativity.,1,empty,empty,None,None,0,"['2811', 'peter', 'devotes', 'considerable', 'space', 'pain', 'process', 'generation', 'problem', 'measuring', 'time', 'nativity']",0.903420395
825149,memory lane,None,EN,"At a quarter past four, the wife of Schiller came to the house with a little child, and a stocking she was knitting.","At a quarter memory lane four, the wife of Schiller came to the house with a little child, and a stocking she was knitting.",1,empty,empty,What happened during that time?,"She wanted to know if her husband had gone with the boy to Eberstadt, a place about four miles distant.",0,"['quarter', 'past', 'four', 'wife', 'schiller', 'came', 'house', 'little', 'child', 'stocking', 'knitting']",0.779751363
511564,elbow room,None,EN,"Across this elbow room he now laid a metal framework that looked like a grill, and which was two feet square.","Across this joint room he now laid a metal framework that looked like a grill, and which was two feet square.",None,"Across this space he now laid a metal framework that looked like a grill, and which was two feet square.","Across this joint room he now laid a metal framework that looked like a grill, and which was two feet square.",None,None,0,"['across', 'elbow', 'room', 'laid', 'metal', 'framework', 'looked', 'like', 'grill', 'two', 'foot', 'square']",0.371264383
634129,top dog,None,EN,Again the whistle; a clatter of loosened stones as the black leader bounded up the hillside; and the bunch was away in his wake.,Again the whistle; a clatter of loosened stones as the black top dog bounded up the hillside; and the bunch was away in his wake.,1,empty,empty,"The others moved slowly, eyes and ears for Danny.","Danny breathed, and then, in a cry which echoed down the gulch--""The Captain!""",0,"['whistle', 'clatter', 'loosened', 'stone', 'black', 'leader', 'bounded', 'hillside', 'bunch', 'away', 'wake']",0.633865691
557121,elbow room,None,EN,"I say, my Dago friend, keep quiet a little, will you?--or you'll find yourself in the next world in the space of another minute.","I say, my Dago friend, keep quiet a little, will you?--or you'll find yourself in the next world in the elbow room of another minute.",1,empty,empty,"_that's_ what the blighter's doing, is he?","This isn't a table-top, you know.",0,"['say', 'dago', 'friend', 'keep', 'quiet', 'little', 'youor', 'youll', 'find', 'next', 'world', 'space', 'another', 'minute']",0.790194553
410072,blue blood,None,EN,"And above the hooting and the jeers there rose the cry: ""The blue blood champion of the Gargoyles!""","And above the hooting and the jeers there rose the cry: ""The azure lifeblood champion of the Gargoyles!""",None,"And above the hooting and the jeers there rose the cry: ""The noble champion of the Gargoyles!""","And above the hooting and the jeers there rose the cry: ""The azure lifeblood champion of the Gargoyles!""","They howled, and jeered and hooted.","Heedless of the shouting and the jeers, Paul walked swiftly away, as one seized with sudden fear.",0,"['hooting', 'jeer', 'rose', 'cry', 'blue', 'blood', 'champion', 'gargoyle']",0.879722252
