ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,sentence_1_inferences
656060,number crunching,None,EN,He has made number crunching and observations.,He has made crunching and observations.,None,He has made calculations and observations.,He has made crunching and observations.,He knows the work of Copernicus.,"He is enthusiastic, and the spectacular does not frighten him.""","['to know how to crunch', 'to know the number', 'to learn more', 'to be a good listener', 'to learn more', 'to know more about the subject', 'accomplished', 'like a scientist', 'personx gets a headache', 'personx gets into trouble', 'intrigued', 'stupid']"
1000468,number crunching,None,EN,"His uncle had discharged all his liabilities, so that his number crunching were not disturbed by any question of what he owed to others.","His uncle had discharged all his liabilities, so that his crunching were not disturbed by any question of what he owed to others.",None,"His uncle had discharged all his liabilities, so that his calculations were not disturbed by any question of what he owed to others.","His uncle had discharged all his liabilities, so that his crunching were not disturbed by any question of what he owed to others.","He had a tolerable stock of jewellery and trinkets, which would always fetch something should the worst come to the worst.","It was true that in the interim he had run up various little accounts with his tailor, his bootmaker, and so on.","['to make a mistake', 'to get a job', 'to be a good citizen', 'to keep his job', 'to go to court', 'to be a good father', 'satisfied', 'like a failure', 'goes broke', 'personx gets a debt', 'responsible', 'determined']"
782826,brass ring,None,EN,"He entered the studio of Regnault, and won the first brass ring of the Academy in 1792.","He entered the studio of Regnault, and won the first metal ring of the Academy in 1792.",None,"He entered the studio of Regnault, and won the first prize of the Academy in 1792.","He entered the studio of Regnault, and won the first metal ring of the Academy in 1792.","(A. W. R.) LANDON, CHARLES PAUL (1760-1826), French painter and art-author, was born at Nonant in 1760.",None,"['buy a ring', 'to go to the studio', 'to be the first', 'to show off his skills', 'celebrate', 'to show off their new ring', 'proud', 'smart', 'smiles', 'personx wins the competition', 'proud', 'a musician']"
220401,blue blood,None,EN,"""Then, I suggest that you be called simply Percy, for that is a noble name; and the other young man shall be addressed as Pierson.","""Then, I suggest that you be called simply Percy, for that is a blue blood name; and the other young man shall be addressed as Pierson.",1,empty,empty,"""I see the point, sir, though I do not expect to remain on board for any great length of time; or possibly you may not,"" answered Percy.","By doing this we shall not sacrifice either of you,"" continued the owner, who did not understand what his son had been doing.","['to find a name', 'to talk to the other young man', 'to be a good citizen', 'to be a noble', 'to make a difference', 'to make a name for themselves', 'happy', 'like a good citizen', 'becomes famous', 'personx is called noble', 'capable', 'a noble']"
375474,blood bath,None,EN,The persecutions of Bloody Mary and the blood bath of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,The persecutions of Bloody Mary and the sanguine fluid bath of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,None,The persecutions of Bloody Mary and the massacre of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,The persecutions of Bloody Mary and the sanguine fluid bath of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,None,None,"['to hear about it', 'to hear about the event', 'to be heard', 'to win the war', 'to be heard', 'to show off', 'satisfied', 'like a hero', 'goes to jail', 'personx gets a headache', 'angry', 'unintelligent']"
810656,small fry,None,EN,"Brussilov's first steps, small fry but characteristic episodes, had a further disheartening effect.","Brussilov's first steps, little fry but characteristic episodes, had a further disheartening effect.",None,"Brussilov's first steps, insignificant but characteristic episodes, had a further disheartening effect.","Brussilov's first steps, little fry but characteristic episodes, had a further disheartening effect.",Faces were sulky and speeches were stereotyped.,None,"['to make a mistake', 'to learn how to cook', 'to make a difference', 'to be a better person', 'to learn more', 'to have a good time', 'happy', 'silly', 'personx gets sick', 'personx gets caught', 'embarrassed', 'mean']"
873814,grandfather clock,None,EN,"The wonderful grandfather clock was the principal glory of Strasburg, and people were coming from all parts of the then civilized world to see it.","The wonderful granddad clock was the principal glory of Strasburg, and people were coming from all parts of the then civilized world to see it.",None,"The wonderful clock was the principal glory of Strasburg, and people were coming from all parts of the then civilized world to see it.","The wonderful granddad clock was the principal glory of Strasburg, and people were coming from all parts of the then civilized world to see it.","Then the citizens of Basel offered a large sum of money if the master would construct them a similar clock, and he accepted their offer.",None,"['to buy a clock', 'to find a clock', 'to see it', 'to make a difference', 'to celebrate', 'to have a clock', 'proud', 'like a good grandfather', 'smiles', 'personx gets a job', 'proud', 'daring']"
921103,head hunter,None,EN,"“See, he recognizes us.” The hunter descended the bank, and instead of going to inspect his kill waited for them to come up.","“See, he recognizes us.” The head hunter descended the bank, and instead of going to inspect his kill waited for them to come up.",1,empty,empty,"“It is George,” cried Babette, naming an Indian servant.",As they did so a smile crumpled his grave copper-coloured face.,"['to go to the bank', 'to have a gun', 'to see us', 'to have a good time', 'to find us', 'to make a report', 'satisfied', 'like a hunter', 'smiles', 'goes to jail', 'interested', 'brave']"
926633,baby blues,None,EN,"Something shocked heavily at the door of the hut, and the Outlaw stirred uneasily, and his blue eyes opened a little.","Something shocked heavily at the door of the hut, and the Outlaw stirred uneasily, and his baby blues opened a little.",1,empty,empty,None,"""It is only the old ram, brother,"" said Illugi.","['to open the door', 'go to the door', 'to see something', 'to know what it is', 'to open the door', 'to go to the kitchen', 'happy', 'like a fool', 'personx sweats', 'goes to bed', 'curious', 'brave']"
273656,melting pot,None,EN,"This is true of the eastern end of the compartment, but there are redeeming features amid the curious melting pot of styles.","This is true of the eastern end of the compartment, but there are redeeming features amid the curious unfrozen pot of styles.",None,"This is true of the eastern end of the compartment, but there are redeeming features amid the curious mixture of styles.","This is true of the eastern end of the compartment, but there are redeeming features amid the curious unfrozen pot of styles.",None,None,"['to go to the store', 'to learn how to read', 'to have a good time', 'to have fun', 'to learn more', 'to find a new place to live', 'satisfied', 'satiated', 'smiles', 'sees new places to live', 'proud', 'open']"
