ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label
800712,melting pot,None,EN,The other languages of the Balkans show a similar melting pot of heterogeneous influences.,The other languages of the Balkans show a similar unfrozen pot of heterogeneous influences.,None,The other languages of the Balkans show a similar mixture of heterogeneous influences.,The other languages of the Balkans show a similar unfrozen pot of heterogeneous influences.,"In the Hungarian language there is a large proportion of Slavonic, then of Rumanian and German elements.",None,0
575300,memory lane,None,EN,"Stepping memory lane him with an agile movement, she ran up the steps, and across the terrace to the door of the hotel.","Stepping retention lane him with an agile movement, she ran up the steps, and across the terrace to the door of the hotel.",None,"Stepping past him with an agile movement, she ran up the steps, and across the terrace to the door of the hotel.","Stepping retention lane him with an agile movement, she ran up the steps, and across the terrace to the door of the hotel.","But Clodagh evaded his eyes; and with a sharp nervous movement, shook her head.","Obeying a dominant impulse, Gore turned to follow her.",0
29878,memory lane,None,EN,Only Mary seemed real and not remote--a link connecting that old and shadowy memory lane with the vivid living present.,Only Mary seemed real and not remote--a link connecting that old and shadowy retention lane with the vivid living present.,None,Only Mary seemed real and not remote--a link connecting that old and shadowy past with the vivid living present.,Only Mary seemed real and not remote--a link connecting that old and shadowy retention lane with the vivid living present.,None,None,0
481531,melting pot,None,EN,The mixture should be placed in a glass or earthenware [Illustration: Fig.,The melting pot should be placed in a glass or earthenware [Illustration: Fig.,1,empty,empty,The acid solution is made up of 1-1/2 parts muriatic acid and 2 parts water.,1 Waxed Brass Plate] vessel.,0
656060,number crunching,None,EN,He has made number crunching and observations.,He has made crunching and observations.,None,He has made calculations and observations.,He has made crunching and observations.,He knows the work of Copernicus.,"He is enthusiastic, and the spectacular does not frighten him.""",0
1000468,number crunching,None,EN,"His uncle had discharged all his liabilities, so that his number crunching were not disturbed by any question of what he owed to others.","His uncle had discharged all his liabilities, so that his crunching were not disturbed by any question of what he owed to others.",None,"His uncle had discharged all his liabilities, so that his calculations were not disturbed by any question of what he owed to others.","His uncle had discharged all his liabilities, so that his crunching were not disturbed by any question of what he owed to others.","He had a tolerable stock of jewellery and trinkets, which would always fetch something should the worst come to the worst.","It was true that in the interim he had run up various little accounts with his tailor, his bootmaker, and so on.",0
782826,brass ring,None,EN,"He entered the studio of Regnault, and won the first brass ring of the Academy in 1792.","He entered the studio of Regnault, and won the first metal ring of the Academy in 1792.",None,"He entered the studio of Regnault, and won the first prize of the Academy in 1792.","He entered the studio of Regnault, and won the first metal ring of the Academy in 1792.","(A. W. R.) LANDON, CHARLES PAUL (1760-1826), French painter and art-author, was born at Nonant in 1760.",None,0
220401,blue blood,None,EN,"""Then, I suggest that you be called simply Percy, for that is a noble name; and the other young man shall be addressed as Pierson.","""Then, I suggest that you be called simply Percy, for that is a blue blood name; and the other young man shall be addressed as Pierson.",1,empty,empty,"""I see the point, sir, though I do not expect to remain on board for any great length of time; or possibly you may not,"" answered Percy.","By doing this we shall not sacrifice either of you,"" continued the owner, who did not understand what his son had been doing.",0
375474,blood bath,None,EN,The persecutions of Bloody Mary and the blood bath of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,The persecutions of Bloody Mary and the sanguine fluid bath of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,None,The persecutions of Bloody Mary and the massacre of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,The persecutions of Bloody Mary and the sanguine fluid bath of St. Bartholomew had roused the indignation of Englishmen to the highest pitch.,None,None,0
810656,small fry,None,EN,"Brussilov's first steps, small fry but characteristic episodes, had a further disheartening effect.","Brussilov's first steps, little fry but characteristic episodes, had a further disheartening effect.",None,"Brussilov's first steps, insignificant but characteristic episodes, had a further disheartening effect.","Brussilov's first steps, little fry but characteristic episodes, had a further disheartening effect.",Faces were sulky and speeches were stereotyped.,None,0
